# Item:  0
# File:  C:\Users\rwiuf\Dropbox\DTU\34029 Fagprojekt\Report\Project-Graphene\VNL\PythonScripts\Lennard-Jones\Z3\SheetVib.hdf5
# Title: SheetVib.hdf5 - VibrationalMode_0
# Type:  VibrationalMode
+------------------------------------------------------------------------------+
| Vibrational Mode Report                                                      |
| ---------------------------------------------------------------------------- |
| K-point = [0.000100, 0.000100, 0.000000]   (fractional)                      |
+------------------------------------------------------------------------------+
  Mode index         Energy           Wavenumber
+------------------------------------------------------------------------------+
   Mode   0:        -4.87 meV        -39.30 cm^-1    (eigenmode available)
   Mode   1:        -4.87 meV        -39.27 cm^-1    (eigenmode available)
   Mode   2:         1.52 meV         12.23 cm^-1    (eigenmode available)
   Mode   3:         2.49 meV         20.10 cm^-1    (eigenmode available)
   Mode   4:         2.50 meV         20.15 cm^-1    (eigenmode available)
   Mode   5:         3.81 meV         30.75 cm^-1    (eigenmode available)
   Mode   6:         3.86 meV         31.13 cm^-1    (eigenmode available)
   Mode   7:         4.32 meV         34.84 cm^-1    (eigenmode available)
   Mode   8:         4.76 meV         38.43 cm^-1    (eigenmode available)
   Mode   9:         5.10 meV         41.10 cm^-1    (eigenmode available)
   Mode  10:         5.19 meV         41.83 cm^-1    (eigenmode available)
   Mode  11:         5.30 meV         42.75 cm^-1    (eigenmode available)
   Mode  12:         5.43 meV         43.77 cm^-1    (eigenmode available)
   Mode  13:         5.47 meV         44.11 cm^-1    (eigenmode available)
   Mode  14:         5.56 meV         44.82 cm^-1    (eigenmode available)
   Mode  15:         5.57 meV         44.92 cm^-1    (eigenmode available)
   Mode  16:         5.64 meV         45.52 cm^-1    (eigenmode available)
   Mode  17:         5.80 meV         46.80 cm^-1    (eigenmode available)
   Mode  18:         7.11 meV         57.33 cm^-1    (eigenmode available)
   Mode  19:         7.25 meV         58.48 cm^-1    (eigenmode available)
   Mode  20:         7.65 meV         61.70 cm^-1    (eigenmode available)
   Mode  21:         7.69 meV         62.00 cm^-1    (eigenmode available)
   Mode  22:         8.10 meV         65.31 cm^-1    (eigenmode available)
   Mode  23:         8.85 meV         71.38 cm^-1    (eigenmode available)
   Mode  24:         8.86 meV         71.49 cm^-1    (eigenmode available)
   Mode  25:         9.19 meV         74.10 cm^-1    (eigenmode available)
   Mode  26:         9.32 meV         75.17 cm^-1    (eigenmode available)
   Mode  27:         9.32 meV         75.18 cm^-1    (eigenmode available)
   Mode  28:         9.35 meV         75.39 cm^-1    (eigenmode available)
   Mode  29:         9.48 meV         76.47 cm^-1    (eigenmode available)
   Mode  30:         9.54 meV         76.92 cm^-1    (eigenmode available)
   Mode  31:         9.66 meV         77.89 cm^-1    (eigenmode available)
   Mode  32:         9.96 meV         80.30 cm^-1    (eigenmode available)
   Mode  33:        10.34 meV         83.40 cm^-1    (eigenmode available)
   Mode  34:        10.66 meV         85.98 cm^-1    (eigenmode available)
   Mode  35:        10.69 meV         86.26 cm^-1    (eigenmode available)
